pred,truth
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,0.0
0.575455,1.0
0.575455,1.0
0.575455,1.0
0.575455,0.0
0.575455,0.0
0.575455,0.0
0.316611,0.0
0.745262,1.0
0.745262,1.0
0.745262,1.0
0.316611,0.0
0.316611,0.0
0.316611,0.0
0.316611,0.0
0.316611,0.0
0.316611,1.0
0.316611,0.0
0.745262,1.0
0.745262,1.0
0.316611,0.0
0.745262,0.0
0.316611,0.0
0.316611,1.0
0.316611,0.0
0.316611,0.0
0.745262,1.0
0.316611,1.0
0.316611,0.0
0.316611,1.0
0.316611,0.0
0.316611,1.0
0.316611,0.0
0.745262,1.0
0.745262,0.0
0.745262,0.0
0.316611,0.0
0.316611,1.0
0.316611,1.0
0.745262,0.0
0.316611,0.0
0.745262,0.0
0.745262,1.0
0.745262,1.0
0.745262,1.0
0.745262,1.0
0.745262,1.0
0.745262,1.0
0.316611,0.0
0.745262,0.0
0.745262,1.0
0.745262,1.0
0.316611,1.0
0.745262,0.0
0.745262,1.0
0.316611,1.0
0.745262,0.0
0.745262,0.0
0.316611,0.0
0.316611,0.0
0.745262,1.0
0.316611,0.0
0.316611,0.0
0.745262,0.0
0.316611,0.0
0.745262,0.0
0.745262,1.0
0.316611,0.0
0.316611,0.0
0.316611,1.0
0.745262,1.0
0.316611,1.0
0.745262,1.0
0.745262,1.0
0.745262,0.0
0.745262,1.0
0.316611,1.0
0.316611,0.0
0.745262,0.0
0.745262,1.0
0.745262,1.0
0.745262,1.0
0.745262,1.0
0.316611,1.0
0.745262,0.0
0.745262,1.0
0.745262,1.0
0.745262,1.0
0.745262,0.0
0.745262,0.0
0.316611,0.0
0.316611,0.0
0.745262,1.0
0.745262,0.0
0.316611,0.0
0.745262,1.0
0.745262,1.0
0.745262,0.0
0.316611,1.0
0.745262,1.0
0.316611,0.0
0.745262,1.0
0.745262,1.0
0.745262,1.0
0.316611,1.0
0.316611,0.0
0.316611,1.0
0.343322,1.0
0.884535,1.0
0.884535,1.0
0.884535,1.0
0.343322,0.0
0.343322,0.0
0.343322,1.0
0.343322,0.0
0.343322,1.0
0.665918,1.0
0.343322,0.0
0.884535,1.0
0.884535,0.0
0.343322,0.0
0.606161,1.0
0.343322,0.0
0.665918,1.0
0.343322,0.0
0.343322,0.0
0.884535,1.0
0.665918,1.0
0.343322,0.0
0.665918,1.0
0.343322,0.0
0.665918,1.0
0.343322,0.0
0.884535,0.0
0.606161,1.0
0.606161,1.0
0.343322,1.0
0.665918,0.0
0.665918,1.0
0.606161,0.0
0.343322,1.0
0.606161,0.0
0.884535,1.0
0.884535,1.0
0.884535,1.0
0.884535,1.0
0.884535,1.0
0.884535,1.0
0.343322,1.0
0.606161,1.0
0.884535,1.0
0.884535,1.0
0.665918,0.0
0.606161,0.0
0.884535,1.0
0.665918,0.0
0.606161,1.0
0.606161,1.0
0.343322,0.0
0.343322,1.0
0.884535,0.0
0.343322,1.0
0.343322,1.0
0.606161,1.0
0.343322,1.0
0.606161,1.0
0.884535,1.0
0.343322,0.0
0.343322,0.0
0.665918,1.0
0.884535,0.0
0.665918,0.0
0.884535,1.0
0.884535,1.0
0.606161,0.0
0.884535,1.0
0.665918,1.0
0.343322,1.0
0.606161,1.0
0.884535,1.0
0.884535,1.0
0.884535,1.0
0.884535,1.0
0.665918,0.0
0.606161,0.0
0.884535,1.0
0.884535,1.0
0.884535,0.0
0.606161,1.0
0.606161,1.0
0.343322,1.0
0.343322,1.0
0.884535,1.0
0.606161,1.0
0.343322,0.0
0.884535,1.0
0.884535,1.0
0.606161,1.0
0.665918,0.0
0.884535,1.0
0.343322,1.0
0.884535,1.0
0.884535,1.0
0.884535,1.0
0.665918,0.0
0.343322,0.0
0.665918,1.0
0.776282,0.0
0.747,1.0
0.747,1.0
0.747,1.0
0.744503,1.0
0.744503,0.0
0.776282,1.0
0.744503,1.0
0.776282,1.0
0.756668,1.0
0.744503,0.0
0.747,1.0
0.693537,0.0
0.744503,1.0
0.76989,1.0
0.744503,1.0
0.756668,1.0
0.744503,1.0
0.744503,1.0
0.747,1.0
0.756668,1.0
0.744503,1.0
0.756668,1.0
0.744503,0.0
0.756668,1.0
0.744503,1.0
0.693537,1.0
0.76989,1.0
0.76989,0.0
0.776282,1.0
0.724374,0.0
0.756668,0.0
0.736475,1.0
0.776282,1.0
0.736475,0.0
0.747,1.0
0.747,1.0
0.747,1.0
0.747,1.0
0.747,1.0
0.747,1.0
0.776282,0.0
0.76989,1.0
0.747,1.0
0.747,1.0
0.724374,1.0
0.736475,0.0
0.747,1.0
0.724374,1.0
0.76989,1.0
0.76989,0.0
0.744503,1.0
0.776282,1.0
0.693537,0.0
0.776282,1.0
0.776282,0.0
0.76989,1.0
0.776282,1.0
0.76989,0.0
0.747,0.0
0.744503,1.0
0.744503,0.0
0.756668,0.0
0.693537,1.0
0.724374,1.0
0.747,1.0
0.747,0.0
0.736475,1.0
0.747,1.0
0.756668,1.0
0.776282,1.0
0.76989,1.0
0.747,1.0
0.747,1.0
0.747,1.0
0.747,1.0
0.724374,0.0
0.736475,1.0
0.747,0.0
0.747,0.0
0.693537,1.0
0.76989,1.0
0.76989,1.0
0.776282,1.0
0.776282,0.0
0.747,1.0
0.76989,1.0
0.744503,1.0
0.747,1.0
0.747,1.0
0.76989,1.0
0.724374,0.0
0.747,1.0
0.776282,0.0
0.747,0.0
0.747,1.0
0.747,1.0
0.724374,1.0
0.744503,1.0
0.756668,1.0
0.545083,1.0
0.506935,1.0
0.506935,1.0
0.506935,1.0
0.501033,0.0
0.477603,1.0
0.524436,1.0
0.501033,0.0
0.524436,1.0
0.498157,1.0
0.477603,1.0
0.506935,0.0
0.473169,0.0
0.501033,1.0
0.525184,0.0
0.501033,0.0
0.498157,1.0
0.501033,1.0
0.501033,0.0
0.506935,0.0
0.498157,0.0
0.501033,1.0
0.498157,0.0
0.477603,0.0
0.498157,1.0
0.501033,1.0
0.481172,1.0
0.525184,1.0
0.542454,1.0
0.524436,1.0
0.471765,1.0
0.518711,0.0
0.502534,0.0
0.524436,1.0
0.486695,0.0
0.506935,1.0
0.506935,1.0
0.506935,1.0
0.506935,0.0
0.506935,0.0
0.506935,0.0
0.545083,1.0
0.525184,0.0
0.506935,1.0
0.506935,1.0
0.486137,1.0
0.486695,0.0
0.506935,1.0
0.486137,1.0
0.525184,1.0
0.542454,0.0
0.501033,0.0
0.524436,1.0
0.473169,0.0
0.524436,0.0
0.545083,0.0
0.525184,1.0
0.524436,0.0
0.542454,1.0
0.510953,1.0
0.501033,1.0
0.477603,1.0
0.518711,0.0
0.481172,1.0
0.486137,1.0
0.506935,1.0
0.510953,1.0
0.502534,1.0
0.506935,0.0
0.498157,1.0
0.524436,0.0
0.525184,0.0
0.506935,1.0
0.506935,1.0
0.506935,1.0
0.506935,0.0
0.471765,1.0
0.502534,1.0
0.510953,0.0
0.510953,0.0
0.481172,0.0
0.525184,1.0
0.525184,1.0
0.524436,1.0
0.545083,1.0
0.506935,0.0
0.525184,1.0
0.501033,1.0
0.506935,1.0
0.506935,0.0
0.525184,0.0
0.471765,1.0
0.506935,0.0
0.545083,0.0
0.510953,1.0
0.506935,1.0
0.506935,0.0
0.486137,1.0
0.501033,1.0
0.498157,1.0
0.663791,1.0
0.673435,0.0
0.673435,0.0
0.673435,1.0
0.694558,1.0
0.658838,1.0
0.65429,0.0
0.694558,1.0
0.65429,1.0
0.659481,0.0
0.658838,1.0
0.690741,1.0
0.706156,1.0
0.66488,0.0
0.70008,1.0
0.694558,1.0
0.659481,0.0
0.66488,0.0
0.694558,1.0
0.690741,1.0
0.67261,0.0
0.66488,1.0
0.67261,1.0
