pred,truth
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,0.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,0.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,1.0
0.541387,1.0
0.541387,0.0
0.541387,1.0
0.541387,0.0
0.541387,0.0
0.541387,1.0
0.405813,1.0
0.603681,0.0
0.603681,0.0
0.603681,1.0
0.603681,0.0
0.603681,0.0
0.405813,0.0
0.603681,1.0
0.405813,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.405813,0.0
0.603681,0.0
0.603681,1.0
0.603681,1.0
0.603681,1.0
0.603681,0.0
0.603681,1.0
0.603681,1.0
0.603681,0.0
0.405813,0.0
0.405813,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,1.0
0.603681,1.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,1.0
0.405813,0.0
0.405813,0.0
0.603681,0.0
0.603681,0.0
0.603681,1.0
0.603681,0.0
0.405813,0.0
0.603681,0.0
0.405813,0.0
0.603681,0.0
0.603681,0.0
0.405813,1.0
0.603681,0.0
0.405813,0.0
0.603681,1.0
0.603681,1.0
0.603681,0.0
0.603681,1.0
0.405813,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.405813,0.0
0.405813,0.0
0.603681,0.0
0.603681,0.0
0.405813,1.0
0.405813,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.603681,0.0
0.405813,0.0
0.603681,0.0
0.405813,0.0
0.405813,0.0
0.603681,0.0
0.603681,0.0
0.405813,0.0
0.603681,1.0
0.405813,0.0
0.405813,0.0
0.603681,1.0
0.603681,0.0
0.603681,0.0
0.603681,1.0
0.603681,1.0
0.405813,1.0
0.603681,1.0
0.405813,0.0
0.603681,1.0
0.603681,1.0
0.603681,0.0
0.405813,0.0
0.603681,0.0
0.405813,0.0
0.405813,0.0
0.603681,0.0
0.526246,1.0
0.547643,1.0
0.547643,1.0
0.553339,1.0
0.547643,0.0
0.547643,1.0
0.533138,1.0
0.553339,1.0
0.533138,0.0
0.547643,1.0
0.547643,1.0
0.547643,1.0
0.547643,0.0
0.547643,1.0
0.533138,1.0
0.547643,0.0
0.553339,0.0
0.553339,1.0
0.553339,0.0
0.547643,1.0
0.553339,0.0
0.553339,1.0
0.547643,0.0
0.533138,0.0
0.533138,1.0
0.547643,0.0
0.547643,1.0
0.547643,0.0
0.547643,1.0
0.553339,1.0
0.553339,1.0
0.547643,0.0
0.547643,1.0
0.547643,1.0
0.547643,1.0
0.547643,1.0
0.547643,1.0
0.547643,1.0
0.553339,1.0
0.533138,0.0
0.533138,0.0
0.547643,1.0
0.547643,1.0
0.553339,1.0
0.547643,0.0
0.533138,1.0
0.547643,1.0
0.533138,1.0
0.547643,0.0
0.547643,1.0
0.526246,1.0
0.547643,0.0
0.533138,1.0
0.553339,0.0
0.553339,1.0
0.547643,1.0
0.553339,0.0
0.533138,1.0
0.547643,0.0
0.547643,0.0
0.547643,1.0
0.547643,0.0
0.547643,1.0
0.547643,1.0
0.533138,0.0
0.533138,1.0
0.547643,1.0
0.547643,1.0
0.526246,0.0
0.533138,0.0
0.547643,0.0
0.547643,1.0
0.547643,0.0
0.547643,1.0
0.533138,1.0
0.547643,1.0
0.533138,1.0
0.533138,1.0
0.547643,0.0
0.547643,0.0
0.533138,0.0
0.553339,0.0
0.533138,0.0
0.533138,1.0
0.553339,1.0
0.547643,1.0
0.547643,1.0
0.553339,1.0
0.553339,1.0
0.526246,0.0
0.553339,1.0
0.533138,1.0
0.553339,1.0
0.553339,1.0
0.547643,1.0
0.533138,1.0
0.547643,1.0
0.533138,1.0
0.533138,1.0
0.547643,0.0
0.42351,0.0
0.406126,1.0
0.406126,0.0
0.390988,1.0
0.35607,0.0
0.406126,0.0
0.424826,1.0
0.390988,0.0
0.366024,0.0
0.406126,1.0
0.406126,0.0
0.406126,1.0
0.35607,1.0
0.406126,0.0
0.424826,1.0
0.35607,0.0
0.347697,1.0
0.390988,0.0
0.347697,0.0
0.406126,1.0
0.347697,1.0
0.390988,0.0
0.35607,0.0
0.366024,1.0
0.424826,1.0
0.35607,1.0
0.406126,1.0
0.35607,1.0
0.406126,0.0
0.390988,1.0
0.390988,1.0
0.35607,1.0
0.406126,1.0
0.406126,0.0
0.406126,0.0
0.406126,0.0
0.406126,1.0
0.406126,1.0
0.390988,0.0
0.366024,0.0
0.366024,1.0
0.406126,0.0
0.406126,0.0
0.390988,1.0
0.35607,1.0
0.424826,0.0
0.406126,0.0
0.424826,1.0
0.35607,0.0
0.406126,0.0
0.42351,0.0
0.35607,0.0
0.424826,1.0
0.347697,1.0
0.390988,1.0
0.406126,0.0
0.347697,1.0
0.424826,1.0
0.35607,1.0
0.35607,0.0
0.406126,0.0
0.35607,0.0
0.406126,0.0
0.406126,0.0
0.366024,0.0
0.424826,1.0
0.406126,1.0
0.406126,0.0
0.367155,0.0
0.366024,0.0
0.35607,1.0
0.406126,1.0
0.35607,0.0
0.406126,0.0
0.424826,0.0
0.406126,1.0
0.424826,1.0
0.424826,0.0
0.35607,1.0
0.35607,1.0
0.366024,0.0
0.347697,0.0
0.366024,1.0
0.424826,0.0
0.390988,1.0
0.406126,1.0
0.406126,0.0
0.390988,0.0
0.390988,1.0
0.367155,1.0
0.390988,0.0
0.424826,0.0
0.390988,1.0
0.390988,0.0
0.406126,1.0
0.424826,1.0
0.406126,0.0
0.424826,1.0
0.424826,0.0
0.35607,1.0
0.497326,1.0
0.640004,1.0
0.589525,0.0
0.695412,1.0
0.512653,0.0
0.589525,1.0
0.551549,0.0
0.65811,1.0
0.434031,0.0
0.640004,0.0
0.589525,0.0
0.640004,1.0
0.567322,0.0
0.589525,1.0
0.551549,1.0
0.512653,0.0
0.600486,0.0
0.65811,0.0
0.551718,0.0
0.640004,1.0
0.600486,1.0
