pred,truth
0.545853,1.0
0.701819,0.0
0.51607,0.0
0.430931,1.0
0.629849,1.0
0.575782,1.0
0.679691,1.0
0.596492,1.0
0.740873,1.0
0.68669,1.0
0.512479,0.0
0.728046,0.0
0.497785,1.0
0.534591,0.0
0.695212,1.0
0.456996,1.0
0.749814,1.0
0.704575,1.0
0.738488,0.0
0.659315,1.0
0.60663,0.0
0.731988,1.0
0.544265,1.0
0.787285,0.0
0.701459,1.0
0.641772,1.0
0.74149,1.0
0.761219,1.0
0.731768,0.0
0.772407,1.0
0.597108,1.0
0.761612,0.0
0.744891,1.0
0.619953,1.0
0.765461,1.0
0.751987,1.0
0.678144,0.0
0.768119,1.0
0.586616,0.0
0.682554,1.0
0.548425,1.0
0.575782,0.0
0.708784,1.0
0.720249,1.0
0.504797,0.0
0.720081,0.0
0.723536,1.0
0.596854,0.0
0.43872,0.0
0.597345,0.0
0.473236,0.0
0.510197,0.0
0.392282,1.0
0.519551,0.0
0.350059,1.0
0.459562,0.0
0.466884,1.0
0.45221,1.0
0.700607,1.0
0.412663,0.0
0.557541,0.0
0.532647,0.0
0.670296,0.0
0.378465,1.0
0.480223,0.0
0.483206,0.0
0.515729,1.0
0.546721,1.0
0.38664,0.0
0.545853,1.0
0.41272,0.0
0.675098,0.0
0.645252,1.0
0.34656,0.0
0.701819,0.0
0.545853,1.0
0.355848,1.0
0.588017,0.0
0.61668,1.0
0.371071,0.0
0.51607,0.0
0.701819,1.0
0.432223,1.0
0.512519,0.0
0.696039,1.0
0.408967,1.0
0.430931,0.0
0.727728,0.0
0.513094,1.0
0.445139,1.0
0.719586,1.0
0.450574,0.0
0.37675,0.0
0.550711,1.0
0.539564,1.0
0.527991,1.0
0.724122,1.0
0.428024,0.0
0.360112,1.0
0.701319,1.0
0.768507,0.0
0.607731,0.0
0.725656,1.0
0.331692,0.0
0.592761,0.0
0.719145,1.0
0.56413,1.0
0.514028,1.0
0.727266,1.0
0.337065,1.0
0.47819,1.0
0.75051,1.0
0.766933,1.0
0.596454,1.0
0.727835,1.0
0.405448,0.0
0.681744,1.0
0.76241,1.0
0.712523,1.0
0.683598,1.0
0.728013,0.0
0.459678,0.0
0.73602,0.0
0.766313,0.0
0.628751,1.0
0.704617,1.0
0.603727,1.0
0.386774,1.0
0.575198,1.0
0.571972,1.0
0.735726,1.0
0.725427,0.0
0.678893,1.0
0.421303,1.0
0.719671,1.0
0.709867,1.0
0.76207,1.0
0.599849,1.0
0.705311,1.0
0.54522,1.0
0.762039,0.0
0.722979,1.0
0.749631,1.0
0.67603,1.0
0.715821,0.0
0.584324,0.0
0.585841,1.0
0.750543,1.0
0.743159,1.0
0.704674,0.0
0.594451,0.0
0.509024,0.0
0.732815,1.0
0.760926,0.0
0.736179,1.0
0.582006,1.0
0.515972,1.0
0.405032,0.0
0.767592,0.0
0.569098,1.0
0.73153,1.0
0.663183,0.0
0.601623,0.0
0.369635,1.0
0.58068,1.0
0.710998,1.0
0.730312,0.0
0.560887,1.0
0.519925,0.0
0.443554,0.0
0.729657,0.0
0.723323,1.0
0.556197,1.0
0.641458,1.0
0.448527,0.0
0.458126,0.0
0.542577,1.0
0.750863,0.0
0.634988,1.0
0.582125,0.0
0.389505,0.0
0.385265,0.0
0.709292,1.0
0.559406,0.0
0.595559,1.0
0.467536,1.0
0.364991,0.0
0.316774,0.0
0.744417,1.0
0.452359,0.0
0.620474,1.0
0.722328,1.0
0.374344,1.0
0.320506,1.0
0.506537,1.0
0.389227,1.0
0.640992,1.0
0.676563,1.0
0.439898,1.0
0.410356,0.0
0.707616,1.0
0.599472,0.0
0.571893,1.0
0.718933,1.0
0.526335,0.0
0.466388,0.0
0.763496,0.0
0.466431,0.0
0.657257,1.0
0.73538,1.0
0.453495,0.0
0.399111,0.0
0.598909,1.0
0.416734,0.0
0.70791,1.0
0.705741,0.0
0.351966,0.0
0.327257,0.0
0.750154,1.0
0.39356,0.0
0.695446,1.0
0.61698,1.0
0.333237,1.0
0.319538,0.0
0.769075,1.0
0.418907,1.0
0.65214,1.0
0.741403,0.0
0.412938,0.0
0.38231,1.0
0.681618,1.0
0.629763,0.0
0.693544,1.0
0.606603,0.0
0.460903,1.0
0.464043,1.0
0.729618,0.0
0.528799,0.0
0.708137,0.0
0.518057,1.0
0.473241,1.0
0.526875,0.0
0.599847,0.0
0.47939,1.0
0.590783,0.0
0.704168,1.0
0.584831,1.0
0.449098,0.0
0.535901,1.0
0.685799,1.0
0.514154,1.0
0.714693,1.0
0.658583,1.0
0.341189,0.0
0.712576,1.0
0.74386,0.0
0.600506,1.0
0.687265,0.0
0.725353,1.0
0.339181,0.0
0.596854,0.0
0.716353,1.0
0.592327,0.0
0.662255,1.0
0.529329,0.0
0.729633,1.0
0.386015,0.0
0.510197,1.0
0.688043,1.0
0.49961,0.0
0.697673,1.0
0.482332,0.0
0.73207,1.0
0.427873,0.0
0.693568,1.0
0.490195,1.0
0.456529,0.0
0.722721,1.0
0.465869,1.0
0.729431,1.0
0.379386,0.0
0.746654,0.0
0.624582,1.0
0.456344,1.0
0.729211,1.0
0.655715,0.0
0.728517,1.0
0.322695,0.0
0.56545,1.0
0.693201,1.0
0.659918,1.0
0.728563,1.0
0.502978,1.0
0.728197,1.0
0.324118,0.0
0.734581,1.0
0.718948,1.0
0.728586,0.0
0.72819,1.0
0.600593,0.0
0.728123,1.0
0.384298,0.0
0.764801,1.0
0.727548,1.0
0.586425,1.0
0.728035,0.0
0.531828,1.0
0.72814,1.0
0.42834,0.0
0.750517,1.0
0.728226,0.0
0.731858,0.0
0.60375,0.0
0.612661,1.0
0.728151,1.0
0.395097,1.0
0.770733,1.0
0.603494,1.0
0.56964,0.0
0.525747,0.0
0.691793,0.0
0.728156,1.0
0.419879,0.0
0.700219,0.0
0.678855,1.0
0.494086,0.0
0.457132,1.0
0.568663,0.0
0.72816,0.0
0.435333,0.0
0.601785,1.0
