pred,truth
0.659028,1.0
0.804341,0.0
0.626736,0.0
0.543384,1.0
0.746197,1.0
0.572988,1.0
0.811258,1.0
0.639394,1.0
0.789537,1.0
0.7433,1.0
0.514656,0.0
0.748828,0.0
0.44207,1.0
0.721535,0.0
0.691792,1.0
0.694457,1.0
0.775163,1.0
0.793034,1.0
0.796672,0.0
0.689769,1.0
0.725804,0.0
0.611072,1.0
0.663892,1.0
0.803258,0.0
0.804265,1.0
0.856245,1.0
0.800002,1.0
0.833261,1.0
0.82924,0.0
0.882564,1.0
0.758083,1.0
0.852427,0.0
0.839443,1.0
0.77957,1.0
0.815352,1.0
0.856721,1.0
0.653877,0.0
0.863599,1.0
0.524033,0.0
0.71586,1.0
0.547098,1.0
0.572824,0.0
0.791079,1.0
0.75173,1.0
0.480477,0.0
0.735132,0.0
0.847354,1.0
0.680217,0.0
0.421947,0.0
0.566588,0.0
0.227296,0.0
0.618825,0.0
0.42614,1.0
0.51374,0.0
0.373103,1.0
0.466597,0.0
0.542916,1.0
0.580186,1.0
0.765767,1.0
0.242525,0.0
0.630177,0.0
0.595851,0.0
0.833742,0.0
0.135147,1.0
0.579621,0.0
0.561297,0.0
0.604335,1.0
0.506818,1.0
0.529468,0.0
0.660929,1.0
0.534881,0.0
0.597234,0.0
0.724628,1.0
0.530212,0.0
0.805789,0.0
0.660939,1.0
0.510943,1.0
0.573758,0.0
0.57957,1.0
0.393012,0.0
0.628102,0.0
0.805787,1.0
0.616156,1.0
0.520625,0.0
0.516195,1.0
0.327069,1.0
0.543886,0.0
0.876246,0.0
0.693599,1.0
0.462626,1.0
0.534898,1.0
0.524978,0.0
0.495679,0.0
0.698427,1.0
0.670263,1.0
0.648699,1.0
0.63314,1.0
0.324365,0.0
0.358065,1.0
0.812938,1.0
0.726706,0.0
0.709593,0.0
0.577379,1.0
0.278829,0.0
0.609456,0.0
0.829623,1.0
0.686435,1.0
0.577249,1.0
0.632977,1.0
0.344602,1.0
0.391916,1.0
0.886468,1.0
0.85508,1.0
0.715413,1.0
0.708248,1.0
0.509238,0.0
0.718935,1.0
0.828849,1.0
0.932517,1.0
0.786766,1.0
0.783767,0.0
0.292702,0.0
0.712483,0.0
0.771456,0.0
0.861213,1.0
0.641207,1.0
0.75073,1.0
0.298545,1.0
0.551863,1.0
0.694385,1.0
0.891483,1.0
0.730504,0.0
0.842129,1.0
0.586062,1.0
0.674978,1.0
0.789213,1.0
0.910923,1.0
0.741578,1.0
0.88168,1.0
0.529312,1.0
0.697436,0.0
0.82185,1.0
0.886757,1.0
0.815342,1.0
0.751515,0.0
0.505328,0.0
0.569244,1.0
0.839554,1.0
0.916737,1.0
0.84829,0.0
0.774602,0.0
0.589295,0.0
0.686028,1.0
0.829276,0.0
0.901413,1.0
0.656129,1.0
0.616912,1.0
0.516896,0.0
0.712454,0.0
0.705696,1.0
0.910607,1.0
0.735944,0.0
0.719909,0.0
0.49507,1.0
0.610089,1.0
0.799515,1.0
0.923038,0.0
0.626668,1.0
0.435179,0.0
0.437546,0.0
0.699485,0.0
0.831355,1.0
0.868189,1.0
0.727924,1.0
0.48669,0.0
0.31356,0.0
0.612436,1.0
0.851146,0.0
0.854881,1.0
0.665466,0.0
0.534813,0.0
0.304813,0.0
0.680151,1.0
0.710509,0.0
0.965509,1.0
0.650027,1.0
0.433341,0.0
0.391644,0.0
0.709339,1.0
0.707953,0.0
0.833383,1.0
0.850042,1.0
0.396717,1.0
0.213321,1.0
0.428086,1.0
0.570504,1.0
0.892624,1.0
0.845471,1.0
0.598888,1.0
0.435871,0.0
0.666589,1.0
0.686302,0.0
0.799565,1.0
0.746905,1.0
0.657128,0.0
0.280496,0.0
0.749625,0.0
0.607665,0.0
0.841871,1.0
0.787885,1.0
0.521887,0.0
0.281977,0.0
0.646753,1.0
0.545692,0.0
0.908289,1.0
0.840769,0.0
0.506117,0.0
0.28545,0.0
0.803687,1.0
0.428626,0.0
0.935818,1.0
0.655628,1.0
0.515785,1.0
0.236631,0.0
0.824068,1.0
0.357937,1.0
0.906654,1.0
0.654974,0.0
0.603653,0.0
0.198892,1.0
0.625865,1.0
0.555206,0.0
0.8406,1.0
0.705528,0.0
0.451628,1.0
0.404018,1.0
0.54527,0.0
0.508313,0.0
0.843258,0.0
0.597907,1.0
0.613856,1.0
0.436663,0.0
0.639973,0.0
0.454081,1.0
0.827345,0.0
0.70487,1.0
0.725305,1.0
0.327678,0.0
0.608153,1.0
0.571862,1.0
0.719049,1.0
0.772941,1.0
0.664779,1.0
0.367292,0.0
0.778183,1.0
0.638291,0.0
0.701097,1.0
0.707249,0.0
0.720069,1.0
0.387407,0.0
0.680309,0.0
0.854523,1.0
0.552633,0.0
0.661211,1.0
0.603924,0.0
0.773348,1.0
0.248636,0.0
0.61889,1.0
0.635736,1.0
0.489067,0.0
0.683596,1.0
0.540063,0.0
0.798279,1.0
0.226162,0.0
0.803091,1.0
0.278326,1.0
0.350867,0.0
0.733214,1.0
0.449107,1.0
0.81111,1.0
0.212282,0.0
0.827695,0.0
0.611699,1.0
0.303809,1.0
0.772548,1.0
0.625383,0.0
0.822272,1.0
0.179405,0.0
0.764096,1.0
0.819907,1.0
0.509159,1.0
0.817837,1.0
0.524084,1.0
0.82862,1.0
0.165309,0.0
0.82433,1.0
0.720814,1.0
0.592518,0.0
0.834922,1.0
0.652229,0.0
0.833009,1.0
0.160718,0.0
0.806081,1.0
0.744582,1.0
0.517671,1.0
0.824896,0.0
0.621412,1.0
0.835447,1.0
0.160979,0.0
0.829672,1.0
0.764788,0.0
0.610607,0.0
0.841461,0.0
0.741374,1.0
0.836777,1.0
0.158053,1.0
0.868749,1.0
0.720706,1.0
0.522444,0.0
0.774843,0.0
0.854876,0.0
0.837411,1.0
0.372049,0.0
0.762882,0.0
0.821812,1.0
0.424753,0.0
0.738475,1.0
0.692063,0.0
0.837976,0.0
0.177448,0.0
0.61321,1.0
0.831891,0.0
0.339206,0.0
0.689712,1.0
0.543498,1.0
0.831079,1.0
0.253639,0.0
0.796528,1.0
0.638947,0.0
0.283958,0.0
0.709409,1.0
0.687334,1.0
0.847217,1.0
0.221763,1.0
0.883376,1.0
0.554307,1.0
0.660993,1.0
0.267013,0.0
0.699371,1.0
0.704419,1.0
0.848293,1.0
0.378502,0.0
0.691079,1.0
0.72128,0.0
0.805723,1.0
0.252956,1.0
0.747669,1.0
0.680453,1.0
0.845261,1.0
0.191857,0.0
0.43591,0.0
0.494508,1.0
0.876176,0.0
0.472113,0.0
0.786011,1.0
0.72972,0.0
0.832717,1.0
0.680315,1.0
0.256475,0.0
0.631632,0.0
0.716854,0.0
0.698435,1.0
0.435511,0.0
0.811038,1.0
0.765308,0.0
0.796236,0.0
0.774098,1.0
0.237626,0.0
0.632909,1.0
0.551678,1.0
0.812963,1.0
0.346659,1.0
0.82609,1.0
0.63831,0.0
0.803063,1.0
0.788098,1.0
0.181239,0.0
0.778885,1.0
0.700775,1.0
0.829655,1.0
0.48402,0.0
0.837265,1.0
0.576428,1.0
0.569522,1.0
0.834795,1.0
0.698381,0.0
0.171687,0.0
0.821528,0.0
0.745832,0.0
0.886506,0.0
0.441958,1.0
0.842284,1.0
0.713257,0.0
0.630994,1.0
0.836019,1.0
0.797647,1.0
0.162045,0.0
0.627865,1.0
0.627014,0.0
0.664013,0.0
0.530305,1.0
0.843886,1.0
0.572885,0.0
0.698119,1.0
0.811806,1.0
0.871584,1.0
0.154117,0.0
0.774915,0.0
0.541917,1.0
0.674751,1.0
0.59703,1.0
0.844753,1.0
0.48278,1.0
0.717052,0.0
0.811909,1.0
0.806075,0.0
0.146136,0.0
0.661139,1.0
0.715759,1.0
0.754011,1.0
0.627337,1.0
0.846266,1.0
0.651326,1.0
0.737558,0.0
0.786194,1.0
0.76156,0.0
0.14416,1.0
0.772794,1.0
0.661655,1.0
0.722555,1.0
0.647272,0.0
0.847422,1.0
0.761331,1.0
0.624563,0.0
0.816023,1.0
0.673926,1.0
0.360005,1.0
0.660993,1.0
0.821364,1.0
0.659539,0.0
0.751773,1.0
0.524427,1.0
0.847362,0.0
0.552219,1.0
0.572111,0.0
0.836027,1.0
0.84598,0.0
0.407443,0.0
0.805722,0.0
0.699169,0.0
0.680316,0.0
0.635477,0.0
0.744345,0.0
0.619951,0.0
0.844776,1.0
0.71911,1.0
0.493303,0.0
0.837802,1.0
0.404999,0.0
0.719879,1.0
0.298588,0.0
0.628158,0.0
0.645286,1.0
0.618897,1.0
0.524753,1.0
0.610979,0.0
0.524222,1.0
0.850982,1.0
0.660993,1.0
0.622957,1.0
0.472525,0.0
0.834175,0.0
0.465014,1.0
0.538248,1.0
0.660992,1.0
0.341036,0.0
0.543975,1.0
0.764319,1.0
0.803087,0.0
0.705224,0.0
0.564968,0.0
0.586229,1.0
0.807401,0.0
0.805721,0.0
0.791998,0.0
0.438795,1.0
0.829487,0.0
0.831508,1.0
0.65467,0.0
0.805721,1.0
0.320441,1.0
0.74532,1.0
0.889615,1.0
0.832406,1.0
0.465637,0.0
0.446815,0.0
0.633765,0.0
0.678394,1.0
0.628158,1.0
0.638627,1.0
0.558151,0.0
0.732786,1.0
0.859323,1.0
0.565351,1.0
0.876175,0.0
0.383325,0.0
0.810491,1.0
0.554526,1.0
0.849151,1.0
0.467937,1.0
0.396015,0.0
0.535037,1.0
0.787534,0.0
0.789912,0.0
0.69284,0.0
0.425612,0.0
0.556749,1.0
0.696678,1.0
0.803958,1.0
0.698434,0.0
0.223144,0.0
0.780615,0.0
0.799642,1.0
0.84558,0.0
0.709492,1.0
0.352631,0.0
0.61478,0.0
0.728153,1.0
0.68476,1.0
0.593213,0.0
0.367764,0.0
0.730347,1.0
0.749153,0.0
0.854404,1.0
0.691199,0.0
0.268369,0.0
0.70795,1.0
0.839042,1.0
0.712454,1.0
0.661424,1.0
0.326846,0.0
0.526683,0.0
0.763952,1.0
0.762323,1.0
0.47626,0.0
0.418855,0.0
0.680316,1.0
0.758984,1.0
0.640603,1.0
0.54845,1.0
0.471462,0.0
0.256687,0.0
0.823571,1.0
0.850374,1.0
0.843985,1.0
0.637309,0.0
0.305389,0.0
0.418368,0.0
0.870529,1.0
0.810267,1.0
0.386333,0.0
0.390538,0.0
0.774098,1.0
0.819125,1.0
0.759733,1.0
0.639684,0.0
0.426449,0.0
0.170134,0.0
0.796128,0.0
0.827089,1.0
0.793655,1.0
0.601343,1.0
0.287616,0.0
0.328102,1.0
0.809544,1.0
0.544119,0.0
0.327097,0.0
0.322122,1.0
0.743862,1.0
