pred,truth
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,0.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,0.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,1.0
0.545938,1.0
0.545938,0.0
0.545938,1.0
0.545938,0.0
0.545938,0.0
0.545938,1.0
0.449379,1.0
0.590148,0.0
0.590148,0.0
0.590148,1.0
0.590148,0.0
0.590148,0.0
0.449379,0.0
0.590148,1.0
0.449379,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.449379,0.0
0.590148,0.0
0.590148,1.0
0.590148,1.0
0.590148,1.0
0.590148,0.0
0.590148,1.0
0.590148,1.0
0.590148,0.0
0.449379,0.0
0.449379,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,1.0
0.590148,1.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,1.0
0.449379,0.0
0.449379,0.0
0.590148,0.0
0.590148,0.0
0.590148,1.0
0.590148,0.0
0.449379,0.0
0.590148,0.0
0.449379,0.0
0.590148,0.0
0.590148,0.0
0.449379,1.0
0.590148,0.0
0.449379,0.0
0.590148,1.0
0.590148,1.0
0.590148,0.0
0.590148,1.0
0.449379,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.449379,0.0
0.449379,0.0
0.590148,0.0
0.590148,0.0
0.449379,1.0
0.449379,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.590148,0.0
0.449379,0.0
0.590148,0.0
0.449379,0.0
0.449379,0.0
0.590148,0.0
0.590148,0.0
0.449379,0.0
0.590148,1.0
0.449379,0.0
0.449379,0.0
0.590148,1.0
0.590148,0.0
0.590148,0.0
0.590148,1.0
0.590148,1.0
0.449379,1.0
0.590148,1.0
0.449379,0.0
0.590148,1.0
0.590148,1.0
0.590148,0.0
0.449379,0.0
0.590148,0.0
0.449379,0.0
0.449379,0.0
0.590148,0.0
0.510222,1.0
0.515036,1.0
0.515036,1.0
0.526841,1.0
0.515036,0.0
0.515036,1.0
0.501052,1.0
0.526841,1.0
0.501052,0.0
0.515036,1.0
0.515036,1.0
0.515036,1.0
0.515036,0.0
0.515036,1.0
0.501052,1.0
0.515036,0.0
0.526841,0.0
0.526841,1.0
0.526841,0.0
0.515036,1.0
0.526841,0.0
0.526841,1.0
0.515036,0.0
0.501052,0.0
0.501052,1.0
0.515036,0.0
0.515036,1.0
0.515036,0.0
0.515036,1.0
0.526841,1.0
0.526841,1.0
0.515036,0.0
0.515036,1.0
0.515036,1.0
0.515036,1.0
0.515036,1.0
0.515036,1.0
0.515036,1.0
0.526841,1.0
0.501052,0.0
0.501052,0.0
0.515036,1.0
0.515036,1.0
0.526841,1.0
0.515036,0.0
0.501052,1.0
0.515036,1.0
0.501052,1.0
0.515036,0.0
0.515036,1.0
0.510222,1.0
0.515036,0.0
0.501052,1.0
0.526841,0.0
0.526841,1.0
0.515036,1.0
0.526841,0.0
0.501052,1.0
0.515036,0.0
0.515036,0.0
0.515036,1.0
0.515036,0.0
0.515036,1.0
0.515036,1.0
0.501052,0.0
0.501052,1.0
0.515036,1.0
0.515036,1.0
0.510222,0.0
0.501052,0.0
0.515036,0.0
0.515036,1.0
