pred,truth
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,0.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,0.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,1.0
0.5374,1.0
0.5374,0.0
0.5374,1.0
0.5374,0.0
0.5374,0.0
0.5374,1.0
0.532681,1.0
0.53873,0.0
0.53873,0.0
0.53873,1.0
0.53873,0.0
0.53873,0.0
0.532681,0.0
0.53873,1.0
0.532681,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.532681,0.0
0.53873,0.0
0.53873,1.0
0.53873,1.0
0.53873,1.0
0.53873,0.0
0.53873,1.0
0.53873,1.0
0.53873,0.0
0.532681,0.0
0.532681,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,1.0
0.53873,1.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,1.0
0.532681,0.0
0.532681,0.0
0.53873,0.0
0.53873,0.0
0.53873,1.0
0.53873,0.0
0.532681,0.0
0.53873,0.0
0.532681,0.0
0.53873,0.0
0.53873,0.0
0.532681,1.0
0.53873,0.0
0.532681,0.0
0.53873,1.0
0.53873,1.0
0.53873,0.0
0.53873,1.0
0.532681,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.532681,0.0
0.532681,0.0
0.53873,0.0
0.53873,0.0
0.532681,1.0
0.532681,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.53873,0.0
0.532681,0.0
0.53873,0.0
0.532681,0.0
0.532681,0.0
0.53873,0.0
0.53873,0.0
0.532681,0.0
0.53873,1.0
0.532681,0.0
0.532681,0.0
0.53873,1.0
0.53873,0.0
0.53873,0.0
0.53873,1.0
0.53873,1.0
0.532681,1.0
0.53873,1.0
0.532681,0.0
0.53873,1.0
0.53873,1.0
0.53873,0.0
0.532681,0.0
0.53873,0.0
0.532681,0.0
0.532681,0.0
0.53873,0.0
0.513294,1.0
0.512975,1.0
0.512975,1.0
0.515871,1.0
0.512975,0.0
0.512975,1.0
0.51031,1.0
0.515871,1.0
0.51031,0.0
0.512975,1.0
0.512975,1.0
0.512975,1.0
0.512975,0.0
0.512975,1.0
0.51031,1.0
0.512975,0.0
0.515871,0.0
0.515871,1.0
0.515871,0.0
0.512975,1.0
0.515871,0.0
0.515871,1.0
0.512975,0.0
0.51031,0.0
0.51031,1.0
0.512975,0.0
0.512975,1.0
0.512975,0.0
0.512975,1.0
0.515871,1.0
0.515871,1.0
0.512975,0.0
0.512975,1.0
0.512975,1.0
0.512975,1.0
0.512975,1.0
0.512975,1.0
0.512975,1.0
0.515871,1.0
0.51031,0.0
0.51031,0.0
0.512975,1.0
0.512975,1.0
0.515871,1.0
0.512975,0.0
0.51031,1.0
0.512975,1.0
0.51031,1.0
0.512975,0.0
0.512975,1.0
0.513294,1.0
0.512975,0.0
0.51031,1.0
0.515871,0.0
0.515871,1.0
0.512975,1.0
0.515871,0.0
0.51031,1.0
0.512975,0.0
0.512975,0.0
0.512975,1.0
0.512975,0.0
0.512975,1.0
0.512975,1.0
0.51031,0.0
